id,title,severity,status,createdAt,resolvedAt,mttr,affectedServices,rootComponent,triggeredBy,resolvedBy,errorCode,customerImpact,summary,team,similarIncidents,region
INC-1170,Cosmos DB — RU Throttling on Hot Partition — Southeast Asia,Sev4,Resolved,2024-12-08T12:00:00.000Z,2024-12-08T12:12:00.000Z,12 min,svc-cosmos,comp-cosmosRU,CR-9807,TSG-309,CosmosDB-429-TooManyRequests,~48 customers — Document writes throttled — application backpressure accumulating,Document writes throttled — application backpressure accumulating. Root component: comp-cosmosRU. Triggered by CR-9807. Resolved using TSG-309.,team-cosmos,,Australia East
INC-3573,Storage Frontend — Nginx Worker OOM — North EU,Sev3,Resolved,2024-12-08T12:00:00.000Z,2024-12-08T12:46:00.000Z,46 min,svc-storage,comp-storageFE,,TSG-208,OOMKiller-nginx,"~1,757 customers — Storage frontend crashes — intermittent 502s",Storage frontend crashes — intermittent 502s. Root component: comp-storageFE. Resolved using TSG-208.,team-storage,INC-3500,Southeast Asia
INC-3670,Logic Apps — Trigger Recurrence Drift — Southeast Asia,Sev2,Resolved,2024-12-08T12:00:00.000Z,2024-12-08T13:02:00.000Z,62 min,svc-logicapps|svc-svcbus,comp-logicEngine,CR-9864,TSG-214,LogicApps-RecurrenceDrift,"~12,449 customers — Scheduled workflows running late by up to 45min",Scheduled workflows running late by up to 45min. Root component: comp-logicEngine. Triggered by CR-9864. Resolved using TSG-214.,team-apps,INC-1866|INC-3453,UK South
INC-1438,Key Vault HSM — Failover Latency Spike — West US 2,Sev2,Mitigating,2024-12-07T12:00:00.000Z,,,svc-keyvault|svc-aad,comp-kvHSM,,TSG-255,KeyVaultError-HSMTimeout,"~15,199 customers — Secret retrieval P99 > 8s — apps timing out on startup",Secret retrieval P99 > 8s — apps timing out on startup. Root component: comp-kvHSM. Resolved using TSG-255.,team-sec,INC-3012|INC-1342|INC-1207,North EU
INC-1449,Key Vault — Certificate Auto-Renewal Stuck — Australia East,Sev3,Resolved,2024-12-06T12:00:00.000Z,2024-12-06T12:28:00.000Z,28 min,svc-keyvault|svc-storage|svc-aks,comp-kvHSM,CR-9840,,CertRenewalFailed,"~3,050 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Triggered by CR-9840.,team-sec,INC-1144|INC-1037|INC-1153,North EU
INC-1640,Key Vault — Access Policy Propagation Delay — Southeast Asia,Sev2,Resolved,2024-12-05T12:00:00.000Z,2024-12-05T12:58:00.000Z,58 min,svc-keyvault,comp-kvRP,,TSG-255,Forbidden-403,"~15,053 customers — New app identities unable to access secrets after RBAC grant",New app identities unable to access secrets after RBAC grant. Root component: comp-kvRP. Resolved using TSG-255.,team-sec,INC-1229,Australia East
INC-2783,Key Vault — Secret Rotation Failure — East US 2,Sev2,Mitigating,2024-12-05T12:00:00.000Z,,,svc-keyvault,comp-kvRP,CR-9786,,SecretRotationFailed,"~11,159 customers — Automated secret rotation stalled — expiry risk",Automated secret rotation stalled — expiry risk. Root component: comp-kvRP. Triggered by CR-9786.,team-sec,,Southeast Asia
INC-1207,Functions — Scale-Out Failure on Burst — Australia East,Sev0,Resolved,2024-12-04T12:00:00.000Z,2024-12-04T15:56:00.000Z,236 min,svc-functions|svc-redis|svc-aad,comp-funcScaler,CR-9795,,Functions-ScaleOutFailed,"~354,887 customers — Event queue backlog growing — SLA breach in 15min",Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler. Triggered by CR-9795.,team-apps,INC-1017|INC-1188,East US
INC-1648,Azure Monitor — Metric Query Failures — Australia East,Sev3,Resolved,2024-12-04T12:00:00.000Z,2024-12-04T12:49:00.000Z,49 min,svc-monitor|svc-storage,comp-monAlert,,TSG-221,MetricStoreUnavailable,"~1,680 customers — Azure portal metric charts blank — troubleshooting impaired",Azure portal metric charts blank — troubleshooting impaired. Root component: comp-monAlert. Resolved using TSG-221.,team-obs,INC-1292|INC-3310,UK South
INC-1722,Logic Apps — Connector Timeout on Large Payload — Southeast Asia,Sev3,Mitigating,2024-12-04T12:00:00.000Z,,,svc-logicapps|svc-storage|svc-svcbus,comp-logicEngine,CR-9816,TSG-214,LogicApps-PayloadOverflow,"~4,377 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Triggered by CR-9816. Resolved using TSG-214.,team-apps,,Southeast Asia
INC-2320,AKS — Control Plane API Server Unavailable — East US 2,Sev4,Resolved,2024-12-04T12:00:00.000Z,2024-12-04T12:08:00.000Z,8 min,svc-aks|svc-aad,comp-aksCP,CR-9870,TSG-301,AKS-APIServerTimeout,~346 customers — kubectl commands timing out — deployments and rollbacks frozen,kubectl commands timing out — deployments and rollbacks frozen. Root component: comp-aksCP. Triggered by CR-9870. Resolved using TSG-301.,team-containers,INC-1648|INC-2241,West US 2
INC-1416,AKS — Upgrade Version Skew Crash — East US 2,Sev3,Active,2024-12-03T12:00:00.000Z,,,svc-aks|svc-aad,comp-aksCP,CR-9876,TSG-301,AKS-VersionSkewError,"~2,490 customers — Mixed node versions causing scheduler failures",Mixed node versions causing scheduler failures. Root component: comp-aksCP. Triggered by CR-9876. Resolved using TSG-301.,team-containers,INC-1188,Japan East
INC-1614,App Service — Autoscale Not Triggering — Japan East,Sev2,Resolved,2024-12-03T12:00:00.000Z,2024-12-03T13:22:00.000Z,82 min,svc-appSvc,comp-appPlan,CR-9888,TSG-271,AutoscaleDecisionDelay,"~2,199 customers — Traffic spike absorbing all instances — high error rate",Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Triggered by CR-9888. Resolved using TSG-271.,team-apps,INC-1295,East US 2
INC-3578,ACR — Push Rate Limit Exceeded — West US 2,Sev4,Resolved,2024-12-03T12:00:00.000Z,2024-12-03T12:25:00.000Z,25 min,svc-acr|svc-ado,comp-acrRegistry,CR-9759,TSG-241,ACR-RateLimitExceeded,~326 customers — CI pipeline image pushes rejected — build artifacts lost,CI pipeline image pushes rejected — build artifacts lost. Root component: comp-acrRegistry. Triggered by CR-9759. Resolved using TSG-241.,team-containers,,North EU
INC-1099,Redis — Cluster Shard Rebalancing Timeout — East US,Sev3,Resolved,2024-12-02T12:00:00.000Z,2024-12-02T12:22:00.000Z,22 min,svc-redis|svc-aad,comp-redisCluster,CR-9825,TSG-279,Redis-CLUSTERDOWN,"~3,136 customers — Cache unavailable during rebalancing — DB hit rate spikes 10×",Cache unavailable during rebalancing — DB hit rate spikes 10×. Root component: comp-redisCluster. Triggered by CR-9825. Resolved using TSG-279.,team-cache,,West US 2
INC-2824,Azure SQL — TLS Handshake Timeout Cascade — Japan East,Sev4,Resolved,2024-12-01T12:00:00.000Z,2024-12-01T12:26:00.000Z,26 min,svc-sql|svc-appSvc|svc-keyvault,comp-sqlGW,CR-9906,TSG-319,SSL_ERROR_HANDSHAKE_FAILURE,~395 customers — CI/CD pipeline SQL checks failing — connection pool exhaustion,CI/CD pipeline SQL checks failing — connection pool exhaustion. Root component: comp-sqlGW. Triggered by CR-9906. Resolved using TSG-319.,team-sql,,East US 2
INC-3721,AAD — Conditional Access Policy Loop — UK South,Sev1,Resolved,2024-12-01T12:00:00.000Z,2024-12-01T13:08:00.000Z,68 min,svc-aad,comp-aadSTS,,TSG-382,AADSTS53003,"~15,113 customers — MFA loop for enterprise tenants — users locked out",MFA loop for enterprise tenants — users locked out. Root component: comp-aadSTS. Resolved using TSG-382.,team-aad,,North EU
INC-1181,AKS — Upgrade Version Skew Crash — Southeast Asia,Sev2,Resolved,2024-11-30T12:00:00.000Z,2024-11-30T13:24:00.000Z,84 min,svc-aks|svc-lb,comp-aksCP,CR-9921,TSG-301,AKS-VersionSkewError,"~26,290 customers — Mixed node versions causing scheduler failures",Mixed node versions causing scheduler failures. Root component: comp-aksCP. Triggered by CR-9921. Resolved using TSG-301.,team-containers,,Australia East
INC-1456,Event Hub — Namespace Quota Exceeded — Australia East,Sev2,Resolved,2024-11-30T12:00:00.000Z,2024-11-30T12:56:00.000Z,56 min,svc-evhub|svc-monitor|svc-keyvault,comp-evhubNS,,TSG-288,QuotaExceeded-NamespaceUnits,"~26,234 customers — New connections rejected — active producers failing",New connections rejected — active producers failing. Root component: comp-evhubNS. Resolved using TSG-288.,team-msg,,Australia East
INC-1855,Azure Event Hub — Throughput Degradation — West US 2,Sev2,Mitigating,2024-11-30T12:00:00.000Z,,,svc-evhub,comp-evhubNS,,TSG-288,EventHubThrottlingException,"~18,540 customers — Consumer group lag accumulating — message delivery delay >90s",Consumer group lag accumulating — message delivery delay >90s. Root component: comp-evhubNS. Resolved using TSG-288.,team-msg,INC-1260|INC-1108|INC-1494,East US
INC-2178,Redis — Cluster Shard Rebalancing Timeout — West US 2,Sev4,Mitigating,2024-11-30T12:00:00.000Z,,,svc-redis|svc-aad|svc-appSvc,comp-redisCluster,CR-9921,TSG-279,Redis-CLUSTERDOWN,~364 customers — Cache unavailable during rebalancing — DB hit rate spikes 10×,Cache unavailable during rebalancing — DB hit rate spikes 10×. Root component: comp-redisCluster. Triggered by CR-9921. Resolved using TSG-279.,team-cache,,East US
INC-1475,Cosmos DB — Index Policy Rebuild Timeout — West US 2,Sev4,Resolved,2024-11-29T12:00:00.000Z,2024-11-29T12:05:00.000Z,5 min,svc-cosmos|svc-aad|svc-appSvc,comp-cosmosRU,,TSG-309,CosmosDB-IndexBuildTimeout,~24 customers — Queries returning full scans — 100× latency increase,Queries returning full scans — 100× latency increase. Root component: comp-cosmosRU. Resolved using TSG-309.,team-cosmos,,East US 2
INC-1876,App Service — Deployment Slot Swap Hung — Australia East,Sev4,Resolved,2024-11-29T12:00:00.000Z,2024-11-29T12:23:00.000Z,23 min,svc-appSvc|svc-keyvault,comp-appGW,CR-9798,TSG-271,SlotSwapTimeout,~106 customers — Blue/green deployments blocked — rollback not possible,Blue/green deployments blocked — rollback not possible. Root component: comp-appGW. Triggered by CR-9798. Resolved using TSG-271.,team-apps,,UK South
INC-2261,Key Vault HSM — Failover Latency Spike — Japan East,Sev2,Resolved,2024-11-29T12:00:00.000Z,2024-11-29T12:41:00.000Z,41 min,svc-keyvault,comp-kvHSM,,TSG-255,KeyVaultError-HSMTimeout,"~20,248 customers — Secret retrieval P99 > 8s — apps timing out on startup",Secret retrieval P99 > 8s — apps timing out on startup. Root component: comp-kvHSM. Resolved using TSG-255.,team-sec,,North EU
INC-2307,App Service — Deployment Slot Swap Hung — UK South,Sev2,Resolved,2024-11-29T12:00:00.000Z,2024-11-29T13:05:00.000Z,65 min,svc-appSvc,comp-appGW,CR-9792,TSG-271,SlotSwapTimeout,"~24,764 customers — Blue/green deployments blocked — rollback not possible",Blue/green deployments blocked — rollback not possible. Root component: comp-appGW. Triggered by CR-9792. Resolved using TSG-271.,team-apps,INC-1722|INC-1059|INC-2847,East US
INC-2602,Cosmos DB — Replication Lag > 5s — Japan East,Sev4,Resolved,2024-11-28T12:00:00.000Z,2024-11-28T12:30:00.000Z,30 min,svc-cosmos|svc-functions|svc-aad,comp-cosmosRU,CR-9855,,CosmosDB-ConsistencyViolation,~142 customers — Multi-region reads returning stale data — financial integrity risk,Multi-region reads returning stale data — financial integrity risk. Root component: comp-cosmosRU. Triggered by CR-9855.,team-cosmos,INC-2090,Southeast Asia
INC-2065,App Service — Autoscale Not Triggering — Japan East,Sev4,Resolved,2024-11-27T12:00:00.000Z,2024-11-27T12:24:00.000Z,24 min,svc-appSvc|svc-aad,comp-appPlan,,TSG-271,AutoscaleDecisionDelay,~424 customers — Traffic spike absorbing all instances — high error rate,Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,INC-3204,Japan East
INC-3586,Azure Monitor — Metric Query Failures — Australia East,Sev4,Resolved,2024-11-26T12:00:00.000Z,2024-11-26T12:20:00.000Z,20 min,svc-monitor|svc-svcbus|svc-aks,comp-monAlert,CR-9777,TSG-221,MetricStoreUnavailable,~397 customers — Azure portal metric charts blank — troubleshooting impaired,Azure portal metric charts blank — troubleshooting impaired. Root component: comp-monAlert. Triggered by CR-9777. Resolved using TSG-221.,team-obs,INC-3432,West US 2
INC-2259,Storage RP — Throttling on PUT Operations — West US 2,Sev2,Resolved,2024-11-25T12:00:00.000Z,2024-11-25T12:45:00.000Z,45 min,svc-storage|svc-functions|svc-ado,comp-storageRP,,TSG-208,ThrottlingError-429,"~8,964 customers — Batch upload jobs failing with throttle errors",Batch upload jobs failing with throttle errors. Root component: comp-storageRP. Resolved using TSG-208.,team-storage,INC-1954|INC-1201|INC-1750,East US 2
INC-2922,CDN — Cache Purge Propagation Delay — West US 2,Sev3,Resolved,2024-11-25T12:00:00.000Z,2024-11-25T12:22:00.000Z,22 min,svc-cdn,comp-cdnPOP,CR-9867,TSG-195,CDN-PurgeTimeout,"~3,546 customers — Stale content served after deployment — 5% of users seeing old UI",Stale content served after deployment — 5% of users seeing old UI. Root component: comp-cdnPOP. Triggered by CR-9867. Resolved using TSG-195.,team-net,INC-2161,Southeast Asia
INC-3482,Azure Monitor — Alert Processing Delay > 10min — West US 2,Sev4,Resolved,2024-11-25T12:00:00.000Z,2024-11-25T12:22:00.000Z,22 min,svc-monitor|svc-aks|svc-storage,comp-monAlert,,,AlertEvalBacklog,~337 customers — Critical alerts firing 10-45min late — SLO at risk,Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert.,team-obs,INC-2502|INC-1475|INC-1822,UK South
INC-1790,Cosmos DB — Index Policy Rebuild Timeout — North EU,Sev2,Resolved,2024-11-24T12:00:00.000Z,2024-11-24T13:22:00.000Z,82 min,svc-cosmos|svc-aad,comp-cosmosRU,CR-9873,TSG-309,CosmosDB-IndexBuildTimeout,"~13,948 customers — Queries returning full scans — 100× latency increase",Queries returning full scans — 100× latency increase. Root component: comp-cosmosRU. Triggered by CR-9873. Resolved using TSG-309.,team-cosmos,INC-1556|INC-1662,East US
INC-1814,Redis — Memory Eviction Storm — UK South,Sev1,Resolved,2024-11-24T12:00:00.000Z,2024-11-24T13:04:00.000Z,64 min,svc-redis,comp-redisCluster,CR-9924,TSG-279,Redis-OOM-MaxMemory,"~52,963 customers — Hot keys evicted — session data lost for ~5% active users",Hot keys evicted — session data lost for ~5% active users. Root component: comp-redisCluster. Triggered by CR-9924. Resolved using TSG-279.,team-cache,INC-1674|INC-1671,East US 2
INC-2346,Cosmos DB — Replication Lag > 5s — Japan East,Sev4,Mitigating,2024-11-24T12:00:00.000Z,,,svc-cosmos,comp-cosmosRU,,TSG-309,CosmosDB-ConsistencyViolation,~56 customers — Multi-region reads returning stale data — financial integrity risk,Multi-region reads returning stale data — financial integrity risk. Root component: comp-cosmosRU. Resolved using TSG-309.,team-cosmos,INC-1449,UK South
INC-1837,Azure SQL Elastic Pool — DTU Cap Hit — North EU,Sev3,Resolved,2024-11-23T12:00:00.000Z,2024-11-23T12:47:00.000Z,47 min,svc-sql,comp-sqlEngine,,,ResourceGovernorLimit,"~2,676 customers — Query timeouts across all elastic pool databases",Query timeouts across all elastic pool databases. Root component: comp-sqlEngine.,team-sql,INC-1167|INC-1079|INC-1201,East US 2
INC-2153,CDN — Origin Shield SSL Negotiation Failure — Japan East,Sev3,Resolved,2024-11-23T12:00:00.000Z,2024-11-23T12:19:00.000Z,19 min,svc-cdn|svc-storage,comp-cdnOrigin,,TSG-234,CDN-OriginSSLError,~970 customers — CDN unable to fetch from origin — all requests returning 502,CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Resolved using TSG-234.,team-net,INC-1653,North EU
INC-2202,Redis — Cluster Shard Rebalancing Timeout — Australia East,Sev3,Resolved,2024-11-23T12:00:00.000Z,2024-11-23T12:12:00.000Z,12 min,svc-redis,comp-redisCluster,CR-9846,TSG-279,Redis-CLUSTERDOWN,~871 customers — Cache unavailable during rebalancing — DB hit rate spikes 10×,Cache unavailable during rebalancing — DB hit rate spikes 10×. Root component: comp-redisCluster. Triggered by CR-9846. Resolved using TSG-279.,team-cache,INC-2115|INC-1386,North EU
INC-2787,Azure Monitor — Metric Query Failures — North EU,Sev3,Resolved,2024-11-23T12:00:00.000Z,2024-11-23T12:40:00.000Z,40 min,svc-monitor|svc-aks,comp-monAlert,CR-9822,TSG-221,MetricStoreUnavailable,"~1,424 customers — Azure portal metric charts blank — troubleshooting impaired",Azure portal metric charts blank — troubleshooting impaired. Root component: comp-monAlert. Triggered by CR-9822. Resolved using TSG-221.,team-obs,,Japan East
INC-1961,Azure AD — Auth Token Issuance Failures — Australia East,Sev2,Resolved,2024-11-22T12:00:00.000Z,2024-11-22T13:20:00.000Z,80 min,svc-aad|svc-keyvault|svc-redis,comp-aadSTS,,,AADSTS700016,"~11,486 customers — SSO failures across M365 and Azure Portal",SSO failures across M365 and Azure Portal. Root component: comp-aadSTS.,team-aad,INC-1463|INC-1144|INC-1795,UK South
INC-2518,APIM — Rate Limit Policy Misconfiguration — UK South,Sev2,Resolved,2024-11-22T12:00:00.000Z,2024-11-22T12:29:00.000Z,29 min,svc-apim|svc-lb,comp-apimGW,CR-9897,TSG-248,APIM-RateLimitBreach,"~6,447 customers — High-value tenants throttled incorrectly — SLA breach",High-value tenants throttled incorrectly — SLA breach. Root component: comp-apimGW. Triggered by CR-9897. Resolved using TSG-248.,team-net,INC-1065,East US 2
INC-2759,CDN — Origin Shield SSL Negotiation Failure — Australia East,Sev4,Resolved,2024-11-22T12:00:00.000Z,2024-11-22T12:10:00.000Z,10 min,svc-cdn|svc-storage,comp-cdnOrigin,CR-9858,TSG-208,CDN-OriginSSLError,~438 customers — CDN unable to fetch from origin — all requests returning 502,CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Triggered by CR-9858. Resolved using TSG-208.,team-net,INC-1983,Southeast Asia
INC-3711,CDN — Cache Purge Propagation Delay — West US 2,Sev3,Active,2024-11-22T12:00:00.000Z,,,svc-cdn|svc-storage,comp-cdnPOP,,TSG-382,CDN-PurgeTimeout,"~4,852 customers — Stale content served after deployment — 5% of users seeing old UI",Stale content served after deployment — 5% of users seeing old UI. Root component: comp-cdnPOP. Resolved using TSG-382.,team-net,INC-2410,East US
INC-1279,Cosmos Gateway — TLS Handshake Failure — West US 2,Sev0,Resolved,2024-11-21T12:00:00.000Z,2024-11-21T19:46:00.000Z,466 min,svc-cosmos|svc-aad|svc-functions,comp-cosmosGW,,TSG-309,CosmosGW-TLS-Error,"~106,363 customers — SDK connections failing — apps unable to connect to Cosmos",SDK connections failing — apps unable to connect to Cosmos. Root component: comp-cosmosGW. Resolved using TSG-309.,team-cosmos,,Japan East
INC-1085,CDN — Origin Shield SSL Negotiation Failure — Southeast Asia,Sev1,Resolved,2024-11-20T12:00:00.000Z,2024-11-20T13:33:00.000Z,93 min,svc-cdn|svc-storage,comp-cdnOrigin,CR-9759,TSG-248,CDN-OriginSSLError,"~84,349 customers — CDN unable to fetch from origin — all requests returning 502",CDN unable to fetch from origin — all requests returning 502. Root component: comp-cdnOrigin. Triggered by CR-9759. Resolved using TSG-248.,team-net,INC-1023|INC-3012,North EU
INC-3161,Cosmos DB — RU Throttling on Hot Partition — Japan East,Sev4,Resolved,2024-11-19T12:00:00.000Z,2024-11-19T12:24:00.000Z,24 min,svc-cosmos,comp-cosmosRU,,TSG-309,CosmosDB-429-TooManyRequests,~372 customers — Document writes throttled — application backpressure accumulating,Document writes throttled — application backpressure accumulating. Root component: comp-cosmosRU. Resolved using TSG-309.,team-cosmos,INC-1479,Japan East
INC-3453,APIM Gateway — Backend Circuit Breaker Open — Southeast Asia,Sev1,Resolved,2024-11-19T12:00:00.000Z,2024-11-19T14:57:00.000Z,177 min,svc-apim|svc-lb,comp-apimGW,,TSG-248,APIM-BackendUnhealthy,"~81,496 customers — All API traffic failing with 503 — 100% error rate",All API traffic failing with 503 — 100% error rate. Root component: comp-apimGW. Resolved using TSG-248.,team-net,INC-2110,Australia East
INC-1292,CDN POP — Traffic Spike Causing Eviction — Southeast Asia,Sev4,Resolved,2024-11-18T12:00:00.000Z,2024-11-18T12:09:00.000Z,9 min,svc-cdn|svc-storage,comp-cdnPOP,CR-9783,TSG-301,CDN-CacheEviction,~407 customers — Cache hit ratio drops to 20% — origin overloaded,Cache hit ratio drops to 20% — origin overloaded. Root component: comp-cdnPOP. Triggered by CR-9783. Resolved using TSG-301.,team-net,,Japan East
INC-2297,Storage RP — Throttling on PUT Operations — North EU,Sev3,Resolved,2024-11-18T12:00:00.000Z,2024-11-18T12:21:00.000Z,21 min,svc-storage|svc-functions|svc-keyvault,comp-storageRP,CR-9774,TSG-208,ThrottlingError-429,"~1,006 customers — Batch upload jobs failing with throttle errors",Batch upload jobs failing with throttle errors. Root component: comp-storageRP. Triggered by CR-9774. Resolved using TSG-208.,team-storage,INC-1961|INC-1463|INC-1586,East US 2
INC-2424,ACR — Image Pull Failures East US — Japan East,Sev3,Resolved,2024-11-17T12:00:00.000Z,2024-11-17T12:30:00.000Z,30 min,svc-acr,comp-acrRegistry,CR-9786,TSG-241,ACR-ManifestNotFound,"~1,056 customers — AKS pods failing to pull images — deployment rollouts blocked",AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry. Triggered by CR-9786. Resolved using TSG-241.,team-containers,INC-1257,East US
INC-2331,Functions — Scale-Out Failure on Burst — North EU,Sev3,Resolved,2024-11-16T12:00:00.000Z,2024-11-16T12:53:00.000Z,53 min,svc-functions|svc-aad,comp-funcScaler,CR-9930,TSG-265,Functions-ScaleOutFailed,~498 customers — Event queue backlog growing — SLA breach in 15min,Event queue backlog growing — SLA breach in 15min. Root component: comp-funcScaler. Triggered by CR-9930. Resolved using TSG-265.,team-apps,INC-1674|INC-1229|INC-1393,North EU
INC-3201,Logic Apps — OAuth Token Expiry Loop — West US 2,Sev3,Mitigating,2024-11-16T12:00:00.000Z,,,svc-logicapps,comp-logicConn,,TSG-214,LogicApps-AuthExpired,"~2,305 customers — Automated workflows paused — IT approval workflows broken",Automated workflows paused — IT approval workflows broken. Root component: comp-logicConn. Resolved using TSG-214.,team-apps,INC-2896|INC-2941|INC-2297,UK South
INC-3360,Azure Monitor — Alert Processing Delay > 10min — Southeast Asia,Sev2,Resolved,2024-11-16T12:00:00.000Z,2024-11-16T12:48:00.000Z,48 min,svc-monitor|svc-aks,comp-monAlert,CR-9822,TSG-221,AlertEvalBacklog,"~22,543 customers — Critical alerts firing 10-45min late — SLO at risk",Critical alerts firing 10-45min late — SLO at risk. Root component: comp-monAlert. Triggered by CR-9822. Resolved using TSG-221.,team-obs,INC-1596|INC-1138|INC-1767,Southeast Asia
INC-2971,App Service — Autoscale Not Triggering — UK South,Sev2,Resolved,2024-11-15T12:00:00.000Z,2024-11-15T12:58:00.000Z,58 min,svc-appSvc|svc-lb,comp-appPlan,,TSG-271,AutoscaleDecisionDelay,"~19,919 customers — Traffic spike absorbing all instances — high error rate",Traffic spike absorbing all instances — high error rate. Root component: comp-appPlan. Resolved using TSG-271.,team-apps,,UK South
INC-1624,Service Bus — Dead-Letter Queue Overflow — North EU,Sev4,Resolved,2024-11-14T12:00:00.000Z,2024-11-14T12:17:00.000Z,17 min,svc-svcbus|svc-logicapps,comp-svcbusNS,CR-9759,,ServiceBus-DLQOverflow,~77 customers — Poison messages blocking topic subscriptions — workflows stalled,Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9759.,team-msg,,UK South
INC-2097,Azure Monitor — Metric Query Failures — Southeast Asia,Sev2,Resolved,2024-11-14T12:00:00.000Z,2024-11-14T12:43:00.000Z,43 min,svc-monitor|svc-svcbus,comp-monAlert,,TSG-221,MetricStoreUnavailable,"~3,684 customers — Azure portal metric charts blank — troubleshooting impaired",Azure portal metric charts blank — troubleshooting impaired. Root component: comp-monAlert. Resolved using TSG-221.,team-obs,INC-1520|INC-1279|INC-1347,Southeast Asia
INC-2803,CDN POP — Traffic Spike Causing Eviction — UK South,Sev2,Resolved,2024-11-14T12:00:00.000Z,2024-11-14T12:28:00.000Z,28 min,svc-cdn,comp-cdnPOP,CR-9909,TSG-214,CDN-CacheEviction,"~10,442 customers — Cache hit ratio drops to 20% — origin overloaded",Cache hit ratio drops to 20% — origin overloaded. Root component: comp-cdnPOP. Triggered by CR-9909. Resolved using TSG-214.,team-net,INC-1604|INC-1995,East US 2
INC-2955,AKS — Node Pool OOM Eviction Storm — North EU,Sev4,Resolved,2024-11-14T12:00:00.000Z,2024-11-14T12:19:00.000Z,19 min,svc-aks|svc-keyvault,comp-aksNodepool,,TSG-301,AKS-OOMEviction,~483 customers — Pods evicted across multiple nodes — service disruption,Pods evicted across multiple nodes — service disruption. Root component: comp-aksNodepool. Resolved using TSG-301.,team-containers,INC-2226|INC-1853|INC-3488,North EU
INC-3594,Key Vault — Certificate Auto-Renewal Stuck — North EU,Sev1,Resolved,2024-11-14T12:00:00.000Z,2024-11-14T14:42:00.000Z,162 min,svc-keyvault|svc-storage|svc-appSvc,comp-kvHSM,CR-9822,TSG-255,CertRenewalFailed,"~38,757 customers — SSL certificates nearing expiry — manual intervention needed",SSL certificates nearing expiry — manual intervention needed. Root component: comp-kvHSM. Triggered by CR-9822. Resolved using TSG-255.,team-sec,,West US 2
INC-1732,Logic Apps — Connector Timeout on Large Payload — East US 2,Sev2,Resolved,2024-11-13T12:00:00.000Z,2024-11-13T12:25:00.000Z,25 min,svc-logicapps|svc-svcbus,comp-logicEngine,,TSG-214,LogicApps-PayloadOverflow,"~17,299 customers — File processing workflows failing on payloads > 100MB",File processing workflows failing on payloads > 100MB. Root component: comp-logicEngine. Resolved using TSG-214.,team-apps,,Australia East
INC-1887,Service Bus — Dead-Letter Queue Overflow — North EU,Sev4,Resolved,2024-11-13T12:00:00.000Z,2024-11-13T12:17:00.000Z,17 min,svc-svcbus|svc-logicapps,comp-svcbusNS,CR-9765,TSG-258,ServiceBus-DLQOverflow,~162 customers — Poison messages blocking topic subscriptions — workflows stalled,Poison messages blocking topic subscriptions — workflows stalled. Root component: comp-svcbusNS. Triggered by CR-9765. Resolved using TSG-258.,team-msg,INC-1684|INC-1213,Southeast Asia
INC-3273,CDN POP — Traffic Spike Causing Eviction — West US 2,Sev2,Resolved,2024-11-13T12:00:00.000Z,2024-11-13T12:28:00.000Z,28 min,svc-cdn|svc-storage,comp-cdnPOP,CR-9813,,CDN-CacheEviction,"~8,557 customers — Cache hit ratio drops to 20% — origin overloaded",Cache hit ratio drops to 20% — origin overloaded. Root component: comp-cdnPOP. Triggered by CR-9813.,team-net,INC-2493|INC-1092,Southeast Asia
INC-1079,ACR — Image Pull Failures East US — West US 2,Sev1,Resolved,2024-11-12T12:00:00.000Z,2024-11-12T13:27:00.000Z,87 min,svc-acr|svc-ado,comp-acrRegistry,,,ACR-ManifestNotFound,"~75,155 customers — AKS pods failing to pull images — deployment rollouts blocked",AKS pods failing to pull images — deployment rollouts blocked. Root component: comp-acrRegistry.,team-containers,INC-3488|INC-2901|INC-3156,West US 2
INC-2083,Monitor — Log Analytics Ingestion Lag — UK South,Sev3,Resolved,2024-11-12T12:00:00.000Z,2024-11-12T12:34:00.000Z,34 min,svc-monitor|svc-aks,comp-logAnalytics,,TSG-221,IngestionLag,"~2,997 customers — Dashboards showing stale data — oncall missing signals",Dashboards showing stale data — oncall missing signals. Root component: comp-logAnalytics. Resolved using TSG-221.,team-obs,INC-1153|INC-1270|INC-2037,East US
INC-2375,Azure SQL Elastic Pool — DTU Cap Hit — West US 2,Sev3,Active,2024-11-12T12:00:00.000Z,,,svc-sql|svc-appSvc,comp-sqlEngine,CR-9846,TSG-319,ResourceGovernorLimit,"~3,104 customers — Query timeouts across all elastic pool databases",Query timeouts across all elastic pool databases. Root component: comp-sqlEngine. Triggered by CR-9846. Resolved using TSG-319.,team-sql,INC-1475|INC-1989|INC-1722,Japan East
